,Id,Rol,Victima,Sexo,Edad,Dias_hospitalizado,N_victimas,Año,Mes,Dia,Hora,Calle,Altura,Cruce,Dirección,Comuna,Latitud,Longitud,Acusado
210,2017-0086,PEATON,PEATON,FEMENINO,30,0.0,1.0,2017.0,7.0,9.0,7.0,RIVADAVIA AV.,,MURGUIONDO,RIVADAVIA AV. y MURGUIONDO,9.0,-58.51876802,-34.63905965,MOTO
211,2017-0087,PEATON,PEATON,FEMENINO,73,0.0,1.0,2017.0,7.0,10.0,10.0,24 DE NOVIEMBRE,390.0,SD,24 DE NOVIEMBRE 390,3.0,-58.41095567,-34.61516101,AUTO
212,2017-0088,PEATON,PEATON,MASCULINO,43,0.0,1.0,2017.0,7.0,10.0,22.0,PASEO COLON AV.,,BRASIL AV.,PASEO COLON AV. y BRASIL AV.,1.0,-58.36797542,-34.62519403,PASAJEROS
213,2017-0089,SD,SD,MASCULINO,23,,1.0,2017.0,7.0,13.0,12.0,"LEGUIZAMON, MARTINIANO",901.0,SD,"LEGUIZAMON, MARTINIANO 901",9.0,-58.51514709,-34.64787051,AUTO
214,2017-0090,PEATON,PEATON,MASCULINO,22,0.0,1.0,2017.0,7.0,15.0,5.0,CHIVILCOY AV.,,"PAZ, GRAL. AV.","CHIVILCOY AV. y PAZ, GRAL. AV.",11.0,-58.51925642,-34.59171721,AUTO
215,2017-0091,CONDUCTOR,MOTO,MASCULINO,58,0.0,1.0,2017.0,7.0,15.0,13.0,SUPERI,,"PAZ, GRAL. AV.","SUPERI y PAZ, GRAL. AV.",12.0,-58.48671535,-34.54321216,SD
216,2017-0092,PEATON,PEATON,MASCULINO,66,0.0,1.0,2017.0,7.0,24.0,22.0,AUTOPISTA 25 DE MAYO,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1.0,-58.38268809,-34.62282019,AUTO
217,2017-0093,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2017.0,7.0,25.0,16.0,"LUGONES, LEOPOLDO AV.",,PUENTE DISTRIBUIDOR SCALABRINI ORTIZ,"LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",13.0,-58.43633522,-34.54966288,AUTO
218,2017-0094,CICLISTA,BICICLETA,FEMENINO,56,0.0,1.0,2017.0,7.0,27.0,8.0,"HUGO, VICTOR",2639.0,SD,"HUGO, VICTOR 2639",10.0,-58.52640838,-34.61765855,CARGAS
219,2017-0095,CONDUCTOR,MOTO,MASCULINO,36,0.0,1.0,2017.0,8.0,6.0,8.0,CORDOBA AV.,,"SALGUERO, JERONIMO","CORDOBA AV. y SALGUERO, JERONIMO",14.0,-58.41894306,-34.59778875,AUTO
220,2017-0096,PEATON,PEATON,MASCULINO,87,0.0,1.0,2017.0,8.0,7.0,19.0,CABILDO AV.,,NU?EZ,CABILDO AV. y NUÃEZ,13.0,-58.46756026,-34.54972741,PASAJEROS
221,2017-0098,PEATON,PEATON,FEMENINO,61,0.0,1.0,2017.0,8.0,8.0,12.0,"BONIFACIO, JOSE",2114.0,SD,"BONIFACIO, JOSE 2114",7.0,-58.45715752,-34.63132912,AUTO
222,2017-0099,CICLISTA,BICICLETA,MASCULINO,28,0.0,1.0,2017.0,8.0,17.0,19.0,"FIGUEROA ALCORTA, PRES. AV.",5400.0,SD,"FIGUEROA ALCORTA, PRES. AV. 5400",14.0,-58.42406784,-34.56213916,AUTO
223,2017-0100,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16,0.0,1.0,2017.0,8.0,21.0,7.0,REPUBLICA BOLIVARIANA DE VENEZUELA,2135.0,SD,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,3.0,-58.3967447,-34.61512051,OBJETO FIJO
224,2017-0101,PEATON,PEATON,FEMENINO,61,0.0,1.0,2017.0,8.0,23.0,10.0,"LACROZE, FEDERICO AV.",,ZAPATA,"LACROZE, FEDERICO AV. y ZAPATA",13.0,-58.44537508,-34.57084818,MULTIPLE
225,2017-0102,PEATON,PEATON,MASCULINO,46,0.0,1.0,2017.0,8.0,24.0,1.0,"IRIARTE, GRAL. AV.",,ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",4.0,-58.40056767,-34.6510708,CARGAS
226,2017-0104,PEATON,PEATON,FEMENINO,18,0.0,1.0,2017.0,8.0,25.0,9.0,9 DE JULIO AV.,,ESTADOS UNIDOS,9 DE JULIO AV. y ESTADOS UNIDOS,1.0,-58.38109568,-34.61853244,CARGAS
227,2017-0106,PEATON,PEATON,FEMENINO,85,0.0,1.0,2017.0,8.0,31.0,19.0,FRAY JUSTO SANTAMARIA DE ORO,,GUEMES,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,14.0,-58.42533612,-34.58035258,PASAJEROS
228,2017-0107,CONDUCTOR,MOTO,MASCULINO,41,0.0,1.0,2017.0,9.0,1.0,11.0,DEL LIBERTADOR AV.,,JARAMILLO,DEL LIBERTADOR AV. y JARAMILLO,13.0,-58.46062311,-34.54395182,CARGAS
229,2017-0108,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17,0.0,2.0,2017.0,9.0,2.0,4.0,"PAZ, GRAL. AV.",,MACHAIN,"PAZ, GRAL. AV. y MACHAIN",12.0,-58.49491054,-34.54795581,AUTO
230,2017-0108,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10,0.0,2.0,2017.0,9.0,2.0,4.0,"PAZ, GRAL. AV.",,MACHAIN,"PAZ, GRAL. AV. y MACHAIN",12.0,-58.49491054,-34.54795581,AUTO
231,2017-0109,CONDUCTOR,MOTO,MASCULINO,21,1.0,1.0,2017.0,9.0,4.0,21.0,DIRECTORIO AV.,,PORTELA,DIRECTORIO AV. y PORTELA,7.0,-58.47130269,-34.63665402,AUTO
232,2017-0110,PEATON,PEATON,MASCULINO,56,1.0,1.0,2017.0,9.0,6.0,14.0,LAVALLE,,"ALEM, LEANDRO N. AV.","LAVALLE y ALEM, LEANDRO N. AV.",1.0,-58.370488,-34.60189492,PASAJEROS
233,2017-0111,PEATON,PEATON,FEMENINO,79,0.0,1.0,2017.0,9.0,7.0,18.0,USPALLATA,,PIROVANO,USPALLATA y PIROVANO,4.0,-58.42023854,-34.6423411,CARGAS
234,2017-0112,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1,,2.0,2017.0,9.0,10.0,9.0,AUTOPISTA 25 DE MAYO,,SD,AUTOPISTA 25 DE MAYO y VARELA AV.,7.0,-58.45807401,-34.6399743,OBJETO FIJO
235,2017-0112,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,SD,3.0,2.0,2017.0,9.0,10.0,9.0,AUTOPISTA 25 DE MAYO,,SD,AUTOPISTA 25 DE MAYO y VARELA AV.,7.0,-58.45807401,-34.6399743,OBJETO FIJO
236,2017-0113,PEATON,PEATON,FEMENINO,76,0.0,1.0,2017.0,9.0,11.0,6.0,SANTA FE AV.,,MAIPU,SANTA FE AV. y MAIPU,1.0,-58.37697717,-34.59573848,PASAJEROS
237,2017-0114,CONDUCTOR,AUTO,MASCULINO,26,0.0,1.0,2017.0,9.0,15.0,2.0,ALVEAR AV.,,DEL LIBERTADOR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,2.0,-58.3910058,-34.5849866,OBJETO FIJO
238,2017-0115,CONDUCTOR,MOTO,MASCULINO,34,,1.0,2017.0,9.0,19.0,18.0,PAVON AV.,,TREINTA Y TRES ORIENTALES,PAVON AV. y TREINTA Y TRES ORIENTALES,5.0,-58.42182126,-34.63089661,BICICLETA
239,2017-0116,CONDUCTOR,MOTO,MASCULINO,22,0.0,1.0,2017.0,9.0,20.0,22.0,"PAZ, GRAL. AV.",5750.0,SD,"PAZ, GRAL. AV. 5750",12.0,-58.51389422,-34.58075791,OBJETO FIJO
240,2017-0118,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,7.0,1.0,2017.0,9.0,22.0,7.0,VIEYTES,,"CRUZ, OSVALDO AV.","VIEYTES y CRUZ, OSVALDO AV.",4.0,-58.37585415,-34.65232158,AUTO
241,2017-0120,CONDUCTOR,MOTO,MASCULINO,20,0.0,1.0,2017.0,10.0,2.0,15.0,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9.0,-58.47297505,-34.66245085,CARGAS
242,2017-0123,PEATON,PEATON,FEMENINO,36,0.0,1.0,2017.0,10.0,10.0,1.0,ALBARI?O,,ARGENTINA AV.,ALBARIÃO y ARGENTINA AV.,8.0,-58.46855503,-34.67216349,AUTO
243,2017-0124,CONDUCTOR,MOTO,MASCULINO,51,0.0,1.0,2017.0,10.0,12.0,14.0,"RAMIREZ DE VELASCO, JUAN",1211.0,SD,"RAMIREZ DE VELASCO, JUAN 1211",15.0,-58.44254033,-34.59185043,PASAJEROS
244,2017-0125,CONDUCTOR,MOTO,MASCULINO,29,0.0,1.0,2017.0,10.0,13.0,6.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,LARRAYA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y LARRAYA",8.0,-58.46622247,-34.67926929,OBJETO FIJO
245,2017-0126,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,,2.0,2017.0,10.0,14.0,6.0,RIESTRA AV.,,CA?ADA DE GOMEZ,RIESTRA AV. y CAÃADA DE GOMEZ,8.0,-58.48003734,-34.68148508,OBJETO FIJO
246,2017-0126,CONDUCTOR,AUTO,MASCULINO,36,0.0,2.0,2017.0,10.0,14.0,6.0,RIESTRA AV.,,CA?ADA DE GOMEZ,RIESTRA AV. y CAÃADA DE GOMEZ,8.0,-58.48003734,-34.68148508,OBJETO FIJO
247,2017-0127,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,0.0,1.0,2017.0,10.0,16.0,7.0,GALLO,,CORDOBA AV.,GALLO y CORDOBA AV.,2.0,-58.41192137,-34.59800248,MOTO
248,2017-0128,PEATON,PEATON,FEMENINO,60,0.0,1.0,2017.0,10.0,17.0,12.0,"ARANGUREN, JUAN F., DR.",611.0,SD,"ARANGUREN, JUAN F., DR. 611",6.0,-58.44034689,-34.61349731,PASAJEROS
249,2017-0129,CONDUCTOR,MOTO,MASCULINO,57,0.0,1.0,2017.0,10.0,26.0,19.0,AUTOPISTA PERITO MORENO,,AUTOPISTA 25 DE MAYO,AUTOPISTA PERITO MORENO y AUTOPISTA 25 DE MAYO,9.0,-58.47155277,-34.64925746,PASAJEROS
250,2017-0130,CONDUCTOR,AUTO,MASCULINO,23,0.0,1.0,2017.0,10.0,27.0,5.0,CHORROARIN,,SAN MARTIN AV.,CHORROARIN y SAN MARTIN AV.,15.0,-58.47883099,-34.59967065,CARGAS
251,2017-0132,CONDUCTOR,MOTO,MASCULINO,23,0.0,1.0,2017.0,10.0,30.0,14.0,COSQUIN,,"ROCA, CNEL. AV.","COSQUIN y ROCA, CNEL. AV.",8.0,-58.46552171,-34.6937413,PASAJEROS
252,2017-0134,PEATON,PEATON,FEMENINO,47,0.0,1.0,2017.0,11.0,6.0,18.0,"ROCA, CNEL. AV.",3555.0,SD,"ROCA, CNEL. AV. 3555",8.0,-58.4423972,-34.66777987,PASAJEROS
253,2017-0135,CONDUCTOR,MOTO,MASCULINO,24,0.0,1.0,2017.0,11.0,7.0,12.0,WARNES AV.,,PUNTA ARENAS,WARNES AV. y PUNTA ARENAS,15.0,-58.47032551,-34.59626814,CARGAS
254,2017-0136,PEATON,PEATON,MASCULINO,55,0.0,1.0,2017.0,11.0,16.0,8.0,BARCO CENTENERA DEL,,"RABANAL, FRANCISCO, INTENDENTE AV.","BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4.0,-58.41827843,-34.65522746,PASAJEROS
255,2017-0137,PEATON,PEATON,FEMENINO,60,0.0,1.0,2017.0,11.0,17.0,11.0,MOSCONI GENERAL AV.,,SAN NICOLAS,MOSCONI GENERAL AV. y SAN NICOLAS,11.0,-58.51280715,-34.59279388,CARGAS
256,2017-0138,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,0.0,1.0,2017.0,11.0,19.0,10.0,LAFUENTE AV.,,"PERON, EVA AV.","LAFUENTE AV. y PERON, EVA AV.",7.0,-58.46258582,-34.64385704,OBJETO FIJO
257,2017-0139,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15,0.0,1.0,2017.0,11.0,19.0,22.0,"ROCA, CNEL. AV.",,ESCALADA AV.,"ROCA, CNEL. AV. y ESCALADA AV.",8.0,-58.45064148,-34.68003614,OBJETO FIJO
258,2017-0141,PEATON,PEATON,FEMENINO,22,0.0,1.0,2017.0,11.0,23.0,19.0,LA PLATA AV.,,"GOYENA, PEDRO AV.","LA PLATA AV. y GOYENA, PEDRO AV.",6.0,-58.42717783,-34.62513374,PASAJEROS
259,2017-0143,CONDUCTOR,AUTO,MASCULINO,50,0.0,1.0,2017.0,11.0,25.0,21.0,"TRELLES, MANUEL R.",,"DIAZ, CESAR, GRAL.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11.0,-58.46442001,-34.60724519,PASAJEROS
260,2017-0144,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50,0.0,1.0,2017.0,11.0,26.0,6.0,"ROCA, CNEL. AV.",,"PAZ, GRAL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",8.0,-58.47064556,-34.69843756,OBJETO FIJO
261,2017-0145,CONDUCTOR,MOTO,MASCULINO,58,0.0,1.0,2017.0,11.0,26.0,17.0,MAZA,,DON BOSCO,MAZA y DON BOSCO,5.0,-58.41677733,-34.61223119,AUTO
262,2017-0147,CONDUCTOR,MOTO,MASCULINO,49,0.0,1.0,2017.0,11.0,28.0,11.0,"PAZ, GRAL. AV.",,"PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9.0,-58.5025179,-34.67450313,AUTO
263,2017-0148,PEATON,PEATON,FEMENINO,82,0.0,1.0,2017.0,11.0,29.0,10.0,SAN JUAN AV.,,LA RIOJA,SAN JUAN AV. y LA RIOJA,3.0,-58.40708125,-34.62438894,PASAJEROS
264,2017-0149,PEATON,PEATON,MASCULINO,13,0.0,1.0,2017.0,11.0,30.0,12.0,PASEO COLON AV.,,MEXICO,PASEO COLON AV. y MEXICO,1.0,-58.36947198,-34.61477051,PASAJEROS
265,2017-0150,PEATON,PEATON,MASCULINO,56,0.0,1.0,2017.0,12.0,4.0,1.0,RIVADAVIA AV.,,MIRALLA,RIVADAVIA AV. y MIRALLA,9.0,-58.51140889,-34.63934531,AUTO
266,2017-0151,PEATON,PEATON,MASCULINO,SD,0.0,1.0,2017.0,12.0,4.0,2.0,VIEYTES,,LUJAN,VIEYTES y LUJAN,4.0,-58.37460912,-34.65559133,PASAJEROS
267,2017-0152,CICLISTA,BICICLETA,MASCULINO,19,0.0,1.0,2017.0,12.0,6.0,17.0,CACHI,,TRAFUL,CACHI y TRAFUL,4.0,-58.41146277,-34.65073916,PASAJEROS
268,2017-0153,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,SD,1.0,2.0,2017.0,12.0,11.0,2.0,ROSARIO,,LA PLATA AV.,ROSARIO y LA PLATA AV.,6.0,-58.42855267,-34.61829385,PASAJEROS
269,2017-0153,CONDUCTOR,MOTO,MASCULINO,30,1.0,2.0,2017.0,12.0,11.0,2.0,ROSARIO,,LA PLATA AV.,ROSARIO y LA PLATA AV.,6.0,-58.42855267,-34.61829385,PASAJEROS
270,2017-0154,PEATON,PEATON,MASCULINO,76,0.0,1.0,2017.0,12.0,11.0,9.0,ENTRE RIOS AV.,,CASEROS AV.,ENTRE RIOS AV. y CASEROS AV.,4.0,-58.39035581,-34.63412287,PASAJEROS
271,2017-0155,SD,SD,MASCULINO,77,,1.0,2017.0,12.0,12.0,21.0,RIVADAVIA AV.,6350.0,SD,RIVADAVIA AV. 6350,7.0,-58.45593915,-34.62656868,MOTO
272,2017-0157,CONDUCTOR,AUTO,MASCULINO,53,0.0,1.0,2017.0,12.0,17.0,9.0,"PAZ, GRAL. AV.",,HUMAITA,"PAZ, GRAL. AV. y HUMAITA",9.0,-58.52866211,-34.64597065,PASAJEROS
273,2017-0158,CONDUCTOR,MOTO,MASCULINO,32,0.0,1.0,2017.0,12.0,18.0,21.0,GUALEGUAYCHU,,"PAZ, GRAL. AV.","GUALEGUAYCHU y PAZ, GRAL. AV.",11.0,-58.52037476,-34.59407024,AUTO
274,2017-0159,CONDUCTOR,MOTO,MASCULINO,27,0.0,1.0,2017.0,12.0,20.0,4.0,INDEPENDENCIA AV.,,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1.0,-58.38896772,-34.61799615,AUTO
275,2017-0160,PEATON,PEATON,FEMENINO,30,0.0,1.0,2017.0,12.0,22.0,13.0,NAZCA AV.,365.0,SD,NAZCA AV. 365,7.0,-58.47074114,-34.62771756,MOTO
276,2017-0161,PEATON,PEATON,FEMENINO,30,0.0,1.0,2017.0,12.0,26.0,15.0,"PERON, EVA AV.",5249.0,SD,"PERON, EVA AV. 5249",9.0,-58.48200819,-34.65969965,AUTO
277,2018-0001,PEATON,PEATON,MASCULINO,83,1.0,1.0,2018.0,1.0,1.0,22.0,SAN JUAN AV.,,RINCON,SAN JUAN AV. y RINCON,3.0,-58.39536773,-34.62297346,MOTO
278,2018-0002,CICLISTA,BICICLETA,FEMENINO,26,0.0,1.0,2018.0,1.0,3.0,16.0,PERU,937.0,SD,PERU 937,1.0,-58.37456088,-34.61895467,PASAJEROS
279,2018-0003,PEATON,PEATON,FEMENINO,58,0.0,1.0,2018.0,1.0,5.0,10.0,"PUEYRREDON, HONORIO, DR. AV.",,GALICIA,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15.0,-58.44860217,-34.60395657,MULTIPLE
280,2018-0004,CONDUCTOR,MOTO,MASCULINO,39,0.0,1.0,2018.0,1.0,9.0,9.0,DEL LIBERTADOR AV.,,MANZANARES,DEL LIBERTADOR AV. y MANZANARES,13.0,-58.46129513,-34.54332766,MULTIPLE
281,2018-0005,PEATON,PEATON,MASCULINO,54,0.0,1.0,2018.0,1.0,9.0,22.0,PASEO COLON AV.,1019.0,SD,PASEO COLON AV. 1019,1.0,-58.36907201,-34.61953517,PASAJEROS
282,2018-0006,CICLISTA,BICICLETA,FEMENINO,45,0.0,1.0,2018.0,1.0,10.0,21.0,VALLE,,BARCO CENTENERA DEL,VALLE y BARCO CENTENERA DEL,6.0,-58.44062219,-34.62499107,PASAJEROS
283,2018-0007,CONDUCTOR,AUTO,MASCULINO,46,0.0,1.0,2018.0,1.0,11.0,2.0,AUTOPISTA PERITO MORENO,,SD,AUTOPISTA PERITO MORENO KM. 0.6,9.0,-58.52502765,-34.63601265,AUTO
284,2018-0008,CONDUCTOR,MOTO,FEMENINO,32,0.0,1.0,2018.0,1.0,12.0,17.0,"HUERGO, ING. AV.",,INDEPENDENCIA AV.,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1.0,-58.36659655,-34.61687778,CARGAS
285,2018-0009,CONDUCTOR,MOTO,MASCULINO,19,0.0,1.0,2018.0,1.0,14.0,2.0,PILCOMAYO,,"BROWN, ALTE. AV.","PILCOMAYO y BROWN, ALTE. AV.",4.0,-58.36737389,-34.62763661,MOTO
286,2018-0010,CONDUCTOR,MOTO,MASCULINO,40,0.0,1.0,2018.0,1.0,18.0,5.0,CERVANTES,,"BELAUSTEGUI, LUIS, DR.","CERVANTES y BELAUSTEGUI, LUIS, DR.",10.0,-58.49807953,-34.63038658,CARGAS
287,2018-0011,PEATON,PEATON,MASCULINO,84,0.0,1.0,2018.0,1.0,19.0,10.0,CALLAO AV.,,"LOPEZ, VICENTE","CALLAO AV. y LOPEZ, VICENTE",2.0,-58.39092703,-34.59088447,PASAJEROS
288,2018-0012,CONDUCTOR,MOTO,MASCULINO,20,0.0,1.0,2018.0,1.0,26.0,13.0,OLIDEN,,"CHILAVERT, MARTINIANO, CORONEL","OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8.0,-58.46912006,-34.68049201,PASAJEROS
289,2018-0013,CONDUCTOR,MOTO,MASCULINO,44,0.0,1.0,2018.0,1.0,28.0,8.0,CONGRESO AV.,,GALVAN,CONGRESO AV. y GALVAN,12.0,-58.48661286,-34.56786129,AUTO
290,2018-0014,PEATON,PEATON,MASCULINO,SD,4.0,1.0,2018.0,1.0,31.0,20.0,"MORENO, PERITO AV.",,RIVERA INDARTE AV.,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7.0,-58.44074927,-34.65080597,MOTO
291,2018-0015,CONDUCTOR,MOTO,MASCULINO,28,0.0,2.0,2018.0,2.0,6.0,1.0,AUSTRALIA AV.,2800.0,SD,AUSTRALIA AV. 2800,4.0,-58.38636298,-34.64684275,PASAJEROS
292,2018-0015,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19,0.0,2.0,2018.0,2.0,6.0,1.0,AUSTRALIA AV.,2800.0,SD,AUSTRALIA AV. 2800,4.0,-58.38636298,-34.64684275,PASAJEROS
293,2018-0016,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2018.0,2.0,15.0,10.0,DEL LIBERTADOR AV.,,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,CARGAS
294,2018-0017,PEATON,PEATON,MASCULINO,35,3.0,1.0,2018.0,2.0,17.0,4.0,SAN PEDRITO AV.,,RIVADAVIA AV.,SAN PEDRITO AV. y RIVADAVIA AV.,7.0,-58.46963952,-34.63070603,AUTO
295,2018-0018,CONDUCTOR,MOTO,MASCULINO,26,0.0,1.0,2018.0,2.0,17.0,7.0,ISABEL LA CATOLICA,,"SALVADORES, CNEL.","ISABEL LA CATOLICA y SALVADORES, CNEL.",4.0,-58.37207554,-34.64543658,CARGAS
296,2018-0019,PEATON,PEATON,FEMENINO,80,0.0,1.0,2018.0,2.0,17.0,12.0,LAS HERAS GENERAL AV.,,CALLAO AV.,LAS HERAS GENERAL AV. y CALLAO AV.,2.0,-58.39189441,-34.59176378,PASAJEROS
297,2018-0020,CONDUCTOR,MOTO,MASCULINO,26,0.0,1.0,2018.0,2.0,19.0,22.0,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,SD,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8.0,-58.45012957,-34.66518343,CARGAS
298,2018-0021,PEATON,PEATON,FEMENINO,62,0.0,1.0,2018.0,2.0,22.0,10.0,"ALCORTA, AMANCIO AV.",,ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4.0,-58.40184094,-34.64546845,PASAJEROS
299,2018-0022,CONDUCTOR,MOTO,MASCULINO,28,0.0,1.0,2018.0,2.0,24.0,0.0,"MONTES DE OCA, MANUEL AV.",,OLAVARRIA,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4.0,-58.37441153,-34.63966783,CARGAS
300,2018-0023,CONDUCTOR,MOTO,MASCULINO,28,0.0,1.0,2018.0,2.0,24.0,6.0,BARCO CENTENERA DEL,,ROSARIO,BARCO CENTENERA DEL y ROSARIO,6.0,-58.44110156,-34.62082399,AUTO
301,2018-0024,PEATON,PEATON,MASCULINO,70,0.0,1.0,2018.0,2.0,28.0,23.0,ALVAREZ THOMAS AV.,,DONADO,ALVAREZ THOMAS AV. y DONADO,15.0,-58.47087351,-34.57827342,CARGAS
302,2018-0025,PEATON,PEATON,MASCULINO,70,1.0,1.0,2018.0,3.0,4.0,22.0,AVELLANEDA AV.,,BOYACA AV.,AVELLANEDA AV. y BOYACA AV.,7.0,-58.4596221,-34.6224514,AUTO
303,2018-0026,CONDUCTOR,MOVIL,MASCULINO,24,0.0,2.0,2018.0,3.0,9.0,4.0,"RABANAL, FRANCISCO, INTENDENTE AV.",,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4.0,-58.41657793,-34.65476216,CARGAS
304,2018-0026,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30,0.0,2.0,2018.0,3.0,9.0,4.0,"RABANAL, FRANCISCO, INTENDENTE AV.",,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4.0,-58.41657793,-34.65476216,CARGAS
305,2018-0027,PEATON,PEATON,FEMENINO,74,0.0,1.0,2018.0,3.0,11.0,23.0,CASTRO,,RONDEAU,CASTRO y RONDEAU,5.0,-58.41911301,-34.63722107,MOTO
306,2018-0028,PEATON,PEATON,MASCULINO,71,0.0,1.0,2018.0,3.0,13.0,15.0,"BILBAO, FRANCISCO AV.",,AZUL,"BILBAO, FRANCISCO AV. y AZUL",9.0,-58.47120586,-34.64251042,CARGAS
307,2018-0029,CONDUCTOR,MOTO,MASCULINO,26,0.0,1.0,2018.0,3.0,15.0,18.0,NAZCA AV.,,GAONA AV.,NAZCA AV. y GAONA AV.,11.0,-58.47418944,-34.62049672,AUTO
308,2018-0030,CONDUCTOR,MOTO,MASCULINO,24,0.0,1.0,2018.0,3.0,20.0,1.0,PLAZA,,ALVAREZ THOMAS AV.,PLAZA y ALVAREZ THOMAS AV.,15.0,-58.46720441,-34.57905579,MOTO
309,2018-0031,CONDUCTOR,MOTO,MASCULINO,31,0.0,1.0,2018.0,3.0,28.0,10.0,GAONA AV.,,"ARTIGAS, JOSE GERVASIO, GRAL.","GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11.0,-58.46909362,-34.6177971,CARGAS
310,2018-0032,PEATON,PEATON,MASCULINO,70,0.0,1.0,2018.0,4.0,2.0,13.0,CABILDO AV.,,AGUILAR,CABILDO AV. y AGUILAR,13.0,-58.44704343,-34.5688864,PASAJEROS
311,2018-0033,CONDUCTOR,MOTO,FEMENINO,42,3.0,1.0,2018.0,4.0,7.0,7.0,CAMARONES,,LOPE DE VEGA AV.,CAMARONES y LOPE DE VEGA AV.,10.0,-58.50535541,-34.62902048,CARGAS
312,2018-0034,PEATON,PEATON,MASCULINO,24,0.0,1.0,2018.0,4.0,11.0,18.0,SANTA FE AV.,2320.0,SD,SANTA FE AV. 2320,2.0,-58.40021675,-34.59522198,PASAJEROS
313,2018-0035,PEATON,PEATON,FEMENINO,39,0.0,1.0,2018.0,4.0,12.0,16.0,RIVADAVIA AV.,6950.0,SD,RIVADAVIA AV. 6950,7.0,-58.46325991,-34.62919627,PASAJEROS
314,2018-0036,CONDUCTOR,MOTO,MASCULINO,37,2.0,1.0,2018.0,4.0,13.0,23.0,SAN MARTIN AV.,,ARGERICH,SAN MARTIN AV. y ARGERICH,15.0,-58.49471482,-34.59694755,AUTO
315,2018-0037,PEATON,PEATON,MASCULINO,84,1.0,1.0,2018.0,4.0,18.0,18.0,CORDOBA AV.,,"URIBURU JOSE E., PRES.","CORDOBA AV. y URIBURU JOSE E., PRES.",2.0,-58.3987261,-34.59975962,CARGAS
316,2018-0038,PEATON,PEATON,FEMENINO,59,0.0,2.0,2018.0,4.0,20.0,17.0,RIVADAVIA AV.,1571.0,SD,RIVADAVIA AV. 1571,1.0,-58.38872177,-34.60885045,AUTO
317,2018-0038,PEATON,PEATON,MASCULINO,61,0.0,2.0,2018.0,4.0,20.0,17.0,RIVADAVIA AV.,1571.0,SD,RIVADAVIA AV. 1571,1.0,-58.38872177,-34.60885045,AUTO
